xtf_id;Date;Power;Inclination;Orientation;PlantCategory;ElectricityProductionPlantR
detail_632;29.11.2017;0.83;;;;15382
detail_633;15.10.2019;7.44;;;;16424
detail_634;29.08.2016;192.39;;;;16410
detail_635;01.09.2015;17.23;;;;16364
detail_636;17.09.2015;64.48;;;;16544
detail_637;28.09.2012;102.06;;;;16547
detail_638;23.09.2016;10.33;;;;16505
detail_639;09.06.2015;50.33;;;;16324
detail_640;23.11.2012;39.04;;;;50038
detail_641;16.12.2014;50;;;;16112
detail_642;22.12.2017;1.26;;;;16165
detail_643;31.03.2015;81.9;;;;16360
detail_644;09.02.2021;0.06;;;;16296
detail_645;09.02.2021;4.34;;;;16296
detail_646;09.03.2017;8.4;;;;16358
detail_647;08.01.2015;1.59;;;;16354
detail_648;15.02.2022;3;;;;16677
detail_649;27.06.2016;11.9;;;;16678
detail_650;18.08.2017;70.47;;;;16795
detail_651;11.03.2016;152.88;;;;16792
detail_652;07.04.2020;18;;;;17559
detail_653;10.03.2015;11.6;;;;17185
detail_654;13.08.2015;4.98;;;;17938
detail_655;28.09.2012;71.09;;;;16756
detail_656;07.07.2020;300;;;;16876
detail_657;07.07.2020;300;;;;16876
detail_658;13.07.2015;20.48;;;;16842
detail_659;28.09.2015;342.72;;;;16839
detail_660;31.10.2014;109.4;;;;16838
detail_661;31.03.2015;62.22;;;;16838
detail_662;30.03.2016;41.6;;;;16837
detail_663;02.02.2018;1.94;;;;17099
detail_664;15.05.2015;14.04;;;;17545
detail_665;21.12.2017;667.92;;;;17408
detail_666;14.06.2022;3.66;;;;17399
detail_667;20.11.2015;9;;;;17658
detail_668;29.02.2012;2.76;;;;17658
detail_669;12.05.2020;5.85;;;;17763
detail_670;15.11.2017;4.53;;;;18175
detail_671;08.12.2014;6.3;;;;26829
detail_672;17.09.2015;11.2;;;;18255
detail_673;26.03.2015;92.5;;;;18167
detail_674;13.12.2016;9.54;;;;18186
detail_675;25.06.2020;2.91;;;;18439
detail_676;24.03.2015;4.4;;;;18438
detail_677;18.04.2020;2.56;;;;19125
detail_678;22.08.2019;8;;;;21701
detail_679;18.08.2020;4.8;;;;19672
detail_680;20.12.2013;57.46;;;;20517
detail_681;04.07.2019;4.9;;;;20555
detail_682;06.07.2014;0.96;;;;20625
detail_683;05.06.2015;80.6;;;;20626
detail_684;16.12.2014;31.8;;;;20652
detail_685;07.09.2017;5.4;;;;20678
detail_686;29.09.2015;168.74;;;;20837
detail_687;02.03.2015;28.98;;;;20682
detail_688;19.09.2011;8.36;;;;20682
detail_689;17.03.2016;12.54;;;;21835
detail_690;14.03.2017;102.56;;;;20707
detail_691;15.12.2017;4.05;;;;20888
detail_692;09.07.2019;9.45;;;;20720
detail_693;16.09.2022;1.95;;;;20735
detail_694;06.08.2016;6.12;;;;20940
detail_695;25.09.2015;87.47;;;;20760
detail_696;17.12.2020;0.98;;;;20946
detail_697;25.09.2015;60.68;;;;21085
detail_698;01.04.2020;3.57;;;;21085
detail_699;20.03.2015;6.48;;;;21118
detail_700;13.11.2014;22.26;;;;21122
detail_701;03.02.2017;13.94;;;;21235
detail_702;22.06.2015;12.72;;;;21239
detail_703;30.03.2015;42.56;;;;21566
detail_704;29.09.2015;98.22;;;;21566
detail_705;21.01.2020;23.73;;;;21566
detail_706;21.12.2017;3.04;;;;21307
detail_707;01.04.2011;2.2;;;;21663
detail_708;26.03.2015;11.67;;;;21737
detail_709;16.01.2015;8.67;;;;21674
detail_710;17.11.2017;1.26;;;;22387
detail_711;18.06.2015;6.24;;;;22335
detail_712;18.05.2021;7.2;;;;22597
detail_713;30.09.2015;230.88;;;;28207
detail_714;20.09.2016;33.8;;;;27306
detail_715;09.04.2020;22.32;;;;27306
detail_716;15.01.2013;3.04;;;;26149
detail_717;25.03.2015;141.95;;;;27386
detail_718;02.07.2015;11;;;;26726
detail_719;24.08.2016;9.6;;;;26735
detail_720;06.07.2020;6.3;;;;30372
detail_721;28.03.2015;21.33;;;;27435
detail_722;17.12.2013;68.73;;;;27435
detail_723;31.03.2017;125.24;;;;27835
detail_724;28.11.2014;61.2;;;;27865
detail_725;31.03.2017;36.22;;;;27535
detail_726;29.09.2016;50.6;;;;28376
detail_727;17.10.2018;3.84;;;;28233
detail_728;20.03.2015;2.75;;;;28216
detail_729;31.03.2017;38.58;;;;27725
detail_730;16.02.2015;35.7;;;;28785
detail_731;26.08.2016;216.2;;;;28276
detail_732;02.04.2012;4.9;;;;28385
detail_733;28.01.2021;10.2;;;;28735
detail_734;19.09.2017;7.82;;;;28735
detail_735;10.08.2013;20.4;;;;28735
detail_736;25.06.2020;4.06;;;;28897
detail_737;22.06.2020;9.9;;;;28975
detail_738;23.10.2015;8.91;;;;29325
detail_739;28.09.2015;6.75;;;;29325
detail_740;31.05.2016;18;;;;29345
detail_741;28.10.2014;154.96;;;;29165
detail_742;04.09.2012;11.34;;;;29445
detail_743;30.09.2015;14.84;;;;29445
detail_744;11.07.2016;7.02;;;;29985
detail_745;15.09.2017;14.07;;;;30286
detail_746;12.10.2023;12.09;;;;30286
detail_747;23.03.2023;59;;;;30405
detail_748;23.03.2023;59;;;;30405
detail_749;22.08.2016;2.19;;;;30358
detail_750;22.03.2016;12.1;;;;30516
detail_751;31.03.2015;439.4;;;;30459
detail_752;05.12.2014;221.38;;;;30582
detail_753;01.12.2020;112.54;;;;30582
detail_754;01.12.2020;112.54;;;;30582
detail_755;06.07.2014;0.96;;;;30639
detail_756;01.07.2011;0.94;;;;30639
detail_757;21.12.2022;4.72;;;;30642
detail_758;13.03.2015;11.13;;;;30654
detail_759;25.04.2023;0.4;;;;30687
detail_760;26.12.2013;152.88;;;;31194
detail_761;10.09.2015;2.47;;;;30738
detail_762;01.07.2011;0.94;;;;30795
detail_763;06.07.2014;0.96;;;;30795
detail_764;11.04.2019;12.97;;;;30897
detail_765;31.03.2017;175.34;;;;31125
detail_766;22.05.2020;4.95;;;;31173
detail_767;01.09.2015;30.68;;;;31185
detail_768;22.03.2017;108.3;;;;31191
detail_769;20.12.2013;137.27;;;;31188
detail_770;22.12.2014;241.28;;;;31299
detail_771;31.03.2016;30.96;;;;31278
detail_772;30.09.2016;190.2;;;;31023
detail_773;25.04.2014;545.88;;;;31023
detail_774;11.12.2015;15.53;;;;31359
detail_775;06.06.2014;4.14;;;;31359
detail_776;30.03.2017;16.2;;;;31455
detail_777;25.06.2015;92.13;;;;31669
detail_778;05.06.2015;8.32;;;;31459
detail_779;05.03.2015;565.76;;;;31530
detail_780;22.12.2017;178.08;;;;31530
detail_781;29.09.2017;171.99;;;;31530
detail_782;30.11.2015;6.9;;;;31642
detail_783;26.06.2012;4.3;;;;31642
detail_784;26.03.2015;27;;;;31653
detail_785;04.09.2015;9.54;;;;31746
detail_786;17.04.2014;7.98;;;;31428
detail_787;15.02.2016;58.72;;;;31767
detail_788;28.06.2016;15.9;;;;31767
detail_789;16.12.2020;6.2;;;;31740
detail_790;19.11.2020;5.27;;;;32202
detail_791;19.11.2020;0.08;;;;32202
detail_792;05.08.2015;6.37;;;;31848
detail_793;23.06.2016;5.2;;;;31791
detail_794;09.10.2015;37.62;;;;31866
detail_795;16.04.2014;21.32;;;;32034
detail_796;18.06.2015;70.6;;;;31902
detail_797;24.10.2013;34;;;;31902
detail_798;04.09.2018;2.45;;;;31833
detail_799;11.06.2015;9.1;;;;32070
detail_800;30.10.2014;2.42;;;;32127
detail_801;19.05.2015;18.88;;;;32049
detail_802;30.03.2012;2.16;;;;32283
detail_803;24.12.2013;3.8;;;;32283
detail_804;27.12.2013;9.74;;;;32271
detail_805;27.03.2015;6.72;;;;32271
detail_806;06.08.2014;25.92;;;;32346
detail_807;30.03.2015;62.8;;;;32364
detail_808;31.03.2015;62.9;;;;32487
detail_809;08.11.2021;1.79;;;;32436
detail_810;15.03.2016;53.5;;;;32472
detail_811;26.03.2015;6.97;;;;32787
detail_812;18.01.2011;1.1;;;;33018
detail_813;29.04.2013;3.2;;;;33018
detail_814;04.07.2014;0.4;;;;33018
detail_815;08.07.2015;8.93;;;;33018
detail_816;28.04.2015;5.18;;;;32691
detail_817;11.10.2012;8;;;;33231
detail_818;21.03.2014;12;;;;33231
detail_819;30.03.2015;34.8;;;;32913
detail_820;17.05.2019;219.1;;;;66352
detail_821;23.11.2018;344.54;;;;66352
detail_822;26.07.2013;117.81;;;;33048
detail_823;15.12.2017;219.19;;;;33048
detail_824;19.09.2016;143.91;;;;33048
detail_825;29.09.2016;155.3;;;;33132
detail_826;03.06.2016;0.7;;;;33216
detail_827;12.04.2022;0.16;;;;33399
detail_828;19.08.2016;6.54;;;;33345
detail_829;30.09.2015;254.28;;;;33363
detail_830;17.02.2023;0.05;;;;33471
detail_831;31.03.2017;7.83;;;;33393
detail_832;15.03.2012;2.8;;;;33405
detail_833;08.12.2014;65.5;;;;34122
detail_834;02.08.2023;0.75;;;;33984
detail_835;28.09.2012;1.6;;;;33537
detail_836;13.03.2021;9.1;;;;33700
detail_837;27.06.2019;10;;;;33703
detail_838;16.09.2016;96.7;;;;33777
detail_839;30.03.2015;8.34;;;;33804
detail_840;05.12.2013;8.06;;;;33765
detail_841;05.12.2013;4.42;;;;33762
detail_842;05.12.2013;8.06;;;;33768
detail_843;18.12.2013;32.64;;;;33891
detail_844;23.12.2020;2.39;;;;33903
detail_845;30.09.2017;21.6;;;;34710
detail_846;21.12.2020;11.7;;;;34416
detail_847;15.09.2015;24.89;;;;34005
detail_848;27.11.2014;0.96;;;;34134
detail_849;31.03.2015;66.44;;;;34104
detail_850;30.12.2013;78.96;;;;34104
detail_851;26.09.2017;35.64;;;;34200
detail_852;12.03.2015;11.8;;;;34140
detail_853;02.08.2012;2.45;;;;34227
detail_854;26.09.2014;11.07;;;;34302
detail_855;01.12.2016;6.4;;;;34368
detail_856;19.12.2014;89.9;;;;35485
detail_857;21.09.2010;18;;;;35350
detail_858;30.10.2023;3.06;;;;34668
detail_859;18.05.2022;1.13;;;;34736
detail_860;18.05.2022;14.51;;;;34737
detail_861;02.06.2015;1.47;;;;34688
detail_862;15.11.2014;141.78;;;;35005
detail_863;25.08.2015;41.8;;;;34989
detail_864;25.03.2015;189.13;;;;34989
detail_865;30.09.2014;14.49;;;;37095
detail_866;29.03.2016;6.21;;;;34746
detail_867;18.09.2014;8.61;;;;35121
detail_868;05.12.2014;219.23;;;;35607
detail_869;12.07.2014;7.56;;;;35118
detail_870;28.09.2015;171.6;;;;36084
detail_871;09.12.2020;3.3;;;;35493
detail_872;18.12.2015;10.26;;;;34944
detail_873;17.12.2014;15.93;;;;34944
detail_874;04.04.2017;5.04;;;;35404
detail_875;22.04.2013;3.33;;;;35349
detail_876;27.10.2017;1.62;;;;35400
detail_877;30.03.2012;21.4;;;;35401
detail_878;30.10.2020;41.6;;;;35648
detail_879;12.04.2022;0.08;;;;35648
detail_880;15.10.2014;49.47;;;;35648
detail_881;12.11.2014;27.01;;;;35658
detail_882;28.03.2017;5.39;;;;35661
detail_883;30.11.2012;3.77;;;;35892
detail_884;21.09.2015;4.49;;;;36096
detail_885;22.12.2021;21.06;;;;35691
detail_886;31.10.2014;70.7;;;;36093
detail_887;08.04.2014;43.9;;;;36093
detail_888;06.08.2014;6.4;;;;35784
detail_889;31.03.2015;29.4;;;;35790
detail_890;25.06.2014;66.56;;;;37704
detail_891;31.07.2016;12.8;;;;35520
detail_892;30.03.2015;25.92;;;;35805
detail_893;18.12.2013;45.58;;;;35805
detail_894;22.12.2014;11.77;;;;47661
detail_895;27.09.2017;48;;;;35545
detail_896;05.12.2014;101.5;;;;36288
detail_897;29.09.2017;91.5;;;;35853
detail_898;30.09.2016;98.1;;;;35853
detail_899;21.12.2011;23.94;;;;36375
detail_900;23.12.2013;28.91;;;;36375
detail_901;27.03.2015;39.69;;;;36285
detail_902;04.08.2014;38.48;;;;36285
detail_903;01.07.2022;120;;;;37086
detail_904;18.12.2014;113.4;;;;36222
detail_905;23.03.2016;89.18;;;;36909
detail_906;08.12.2016;111.72;;;;36909
detail_907;22.09.2015;225;;;;37047
detail_908;17.03.2012;3.68;;;;36276
detail_909;01.09.2014;61.2;;;;36913
detail_910;14.07.2014;12.1;;;;36240
detail_911;30.03.2016;222.6;;;;35887
detail_912;27.06.2016;149.6;;;;36869
detail_913;22.02.2017;2.32;;;;36870
detail_914;15.05.2020;7.14;;;;36870
detail_915;12.08.2015;159.3;;;;36425
detail_916;30.11.2011;12.16;;;;36892
detail_917;20.02.2015;8.91;;;;36892
detail_918;15.08.2012;11;;;;36892
detail_919;28.09.2015;2.16;;;;36951
detail_920;27.05.2014;215.22;;;;36933
detail_921;18.09.2015;7.98;;;;37230
detail_922;03.12.2019;44.8;;;;36448
detail_923;15.07.2015;60.48;;;;36448
detail_924;30.06.2022;15;;;;38220
detail_925;26.09.2017;1047.35;;;;37008
detail_926;01.09.2016;132.57;;;;36969
detail_927;02.12.2015;4.85;;;;36996
detail_928;24.03.2015;45.6;;;;37092
detail_929;31.03.2015;411.66;;;;37272
detail_930;13.03.2015;8.1;;;;37111
detail_931;26.03.2015;155.68;;;;36648
detail_932;05.01.2015;97.6;;;;36660
detail_933;24.03.2022;28.4;;;;36534
detail_934;03.05.2017;3.04;;;;36675
detail_935;23.09.2015;4.94;;;;68232
detail_936;25.09.2015;24.96;;;;36678
detail_937;09.12.2014;60;;;;37284
detail_938;29.09.2016;143.1;;;;37299
detail_939;19.11.2015;83.78;;;;36744
detail_940;28.09.2017;193.52;;;;36741
detail_941;07.03.2016;8.51;;;;37425
detail_942;06.01.2015;179.8;;;;36807
detail_943;07.11.2011;2.75;;;;37542
detail_944;25.01.2011;1.41;;;;37542
detail_945;04.10.2011;1.14;;;;37221
detail_946;17.05.2013;4.41;;;;37221
detail_947;06.12.2013;4.5;;;;37108
detail_948;18.03.2015;120.96;;;;37555
detail_949;21.06.2019;31.11;;;;37587
detail_950;10.12.2014;14.76;;;;37594
detail_951;22.02.2017;29.16;;;;37731
detail_952;11.05.2016;94.86;;;;37731
detail_953;28.09.2015;97.38;;;;37731
detail_954;10.02.2014;7.25;;;;37776
detail_955;22.11.2022;0.2;;;;37767
detail_956;20.12.2013;39.39;;;;37929
detail_957;30.09.2016;150.93;;;;37929
detail_958;30.03.2017;648;;;;37861
detail_959;08.07.2021;874.68;;;;48147
detail_960;28.09.2012;619.75;;;;37908
detail_961;09.03.2016;34.6;;;;37962
detail_962;19.07.2016;337.08;;;;41742
detail_963;30.03.2015;450.84;;;;41742
detail_964;19.12.2017;125.7;;;;38160
detail_965;29.09.2014;49.92;;;;38160
detail_966;08.05.2015;5.83;;;;38043
detail_967;06.08.2015;24.78;;;;38064
detail_968;30.09.2016;15.9;;;;38064
detail_969;21.09.2012;9.8;;;;38106
detail_970;16.03.2015;30.6;;;;38307
detail_971;01.12.2011;31.5;;;;38307
detail_972;13.12.2013;115.5;;;;38307
detail_973;18.05.2019;41.54;;;;38307
detail_974;13.12.2013;26.5;;;;38307
detail_975;18.06.2015;48.5;;;;38223
detail_976;18.06.2015;17.05;;;;38226
detail_977;21.10.2020;8.3;;;;38229
detail_978;17.03.2017;1.38;;;;38364
detail_979;28.08.2011;3.53;;;;38637
detail_980;29.04.2014;12.15;;;;38523
detail_981;29.04.2014;13.48;;;;38523
detail_982;24.03.2015;32.5;;;;38766
detail_983;26.10.2011;32.3;;;;38766
detail_984;22.06.2016;40.81;;;;48000
detail_985;28.09.2015;40.81;;;;48000
detail_986;30.04.2012;25.97;;;;38781
detail_987;31.03.2017;28.08;;;;38814
detail_988;30.09.2015;21.06;;;;38751
detail_989;03.06.2015;84.2;;;;38733
detail_990;27.03.2015;11.34;;;;38881
detail_991;17.09.2014;43.16;;;;38881
detail_992;24.09.2014;127.71;;;;39039
detail_993;23.09.2015;75.92;;;;38931
detail_994;06.03.2017;332.1;;;;39051
detail_995;01.12.2011;141;;;;39051
detail_996;30.11.2016;1.6;;;;39111
detail_997;11.12.2013;19.07;;;;39225
detail_998;06.12.2011;31.02;;;;39225
detail_999;30.03.2017;152.58;;;;38958
detail_1000;16.09.2014;28.04;;;;39726
detail_1001;01.10.2015;4.8;;;;39552
detail_1002;30.09.2016;67.5;;;;39147
detail_1003;19.09.2015;4.76;;;;39549
detail_1004;13.03.2015;7.35;;;;39159
detail_1005;26.03.2015;61.56;;;;39168
detail_1006;28.08.2017;27;;;;39288
detail_1007;09.05.2015;11.88;;;;39498
detail_1008;06.04.2023;0.26;;;;39861
detail_1009;02.06.2015;183.24;;;;39861
detail_1010;28.03.2015;19.56;;;;39597
detail_1011;13.11.2014;66;;;;39534
detail_1012;18.10.2013;152.75;;;;40917
detail_1013;03.06.2015;62.66;;;;40917
detail_1014;13.08.2014;5.88;;;;39183
detail_1015;26.06.2014;14.85;;;;39660
detail_1016;20.12.2013;30.24;;;;39660
detail_1017;30.03.2015;58.14;;;;39828
detail_1018;28.08.2013;2.04;;;;39666
detail_1019;04.06.2018;30.09;;;;39954
detail_1020;23.11.2021;27;;;;39192
detail_1021;10.06.2011;5.76;;;;39845
detail_1022;31.03.2015;54.88;;;;40182
detail_1023;31.03.2015;24;;;;41148
detail_1024;20.12.2013;182.12;;;;41148
detail_1025;24.02.2022;1.8;;;;40125
detail_1026;03.10.2016;5.4;;;;40302
detail_1027;04.07.2022;0.85;;;;40627
detail_1028;26.08.2022;0.39;;;;40629
detail_1029;02.03.2015;66.78;;;;41157
detail_1030;24.09.2015;43.5;;;;41157
detail_1031;31.03.2020;35.64;;;;40227
detail_1032;12.09.2019;24.8;;;;40785
detail_1033;08.02.2024;2.1;;;;40632
detail_1034;17.03.2016;2.25;;;;40309
detail_1035;31.08.2016;30.3;;;;40272
detail_1036;17.03.2015;34.4;;;;41160
detail_1037;24.03.2017;2.28;;;;41376
detail_1038;02.03.2015;31.03;;;;47016
detail_1039;08.04.2013;1.23;;;;40152
detail_1040;13.04.2012;3.14;;;;40582
detail_1041;12.02.2021;8.84;;;;40582
detail_1042;08.02.2016;11;;;;40488
detail_1043;07.09.2017;24.84;;;;42096
detail_1044;30.12.2014;61.7;;;;40162
detail_1045;31.07.2013;78.78;;;;40164
detail_1046;11.07.2016;21.56;;;;40164
detail_1047;22.12.2013;45.76;;;;40164
detail_1048;05.03.2015;4.32;;;;40518
detail_1049;03.09.2012;18.24;;;;40521
detail_1050;29.02.2012;98;;;;40521
detail_1051;16.03.2017;119.78;;;;40944
detail_1052;08.12.2016;4.8;;;;40809
detail_1053;26.02.2012;65.52;;;;41169
detail_1054;25.04.2013;211.75;;;;41169
detail_1055;25.04.2013;200.75;;;;41169
detail_1056;19.12.2013;28.5;;;;41169
detail_1057;25.04.2013;48;;;;41169
detail_1058;04.10.2013;2.29;;;;40764
detail_1059;17.04.2020;13.26;;;;40980
detail_1060;24.03.2016;39;;;;40833
detail_1061;28.05.2020;10.2;;;;42057
detail_1062;17.07.2020;13.07;;;;42057
detail_1063;30.09.2015;99.18;;;;40770
detail_1064;11.09.2015;6.72;;;;40863
detail_1065;09.03.2015;11.52;;;;41004
detail_1066;21.09.2016;20.3;;;;41220
detail_1067;31.03.2015;8.86;;;;41313
detail_1068;20.01.2020;6.9;;;;41244
detail_1069;31.01.2015;4.3;;;;41253
detail_1070;13.12.2011;12.35;;;;41256
detail_1071;28.11.2013;10;;;;41314
detail_1072;07.05.2015;7.14;;;;41314
detail_1073;02.03.2017;3.48;;;;41319
detail_1074;13.11.2015;46.8;;;;41343
detail_1075;13.11.2015;17.16;;;;41343
detail_1076;24.11.2014;109.53;;;;41025
detail_1077;16.03.2017;91.5;;;;41028
detail_1078;18.06.2015;9.9;;;;41028
detail_1079;01.09.2019;36;;;;42513
detail_1080;15.03.2015;63.4;;;;42078
detail_1081;31.03.2015;73.92;;;;41976
detail_1082;04.12.2014;113.12;;;;41076
detail_1083;01.10.2020;0.24;;;;42084
detail_1084;22.07.2016;33.9;;;;41808
detail_1085;30.09.2016;228.3;;;;41638
detail_1086;02.04.2014;9.75;;;;41493
detail_1087;19.08.2016;0.48;;;;41931
detail_1088;14.11.2016;12.9;;;;41812
detail_1089;02.11.2016;1.68;;;;41814
detail_1090;18.10.2014;33.6;;;;41823
detail_1091;22.07.2016;7.1;;;;42415
detail_1092;20.03.2015;139.62;;;;41910
detail_1093;27.09.2016;76.96;;;;41501
detail_1094;24.06.2015;1.98;;;;45780
detail_1095;24.03.2015;126.08;;;;41517
detail_1096;06.09.2017;164.72;;;;42249
detail_1097;30.09.2015;22.5;;;;54455
detail_1098;29.06.2014;79.5;;;;54455
detail_1099;09.11.2023;32;;;;43158
detail_1100;23.11.2015;10.55;;;;41997
detail_1101;10.03.2015;66.04;;;;42000
detail_1102;08.08.2017;55.89;;;;42018
detail_1103;25.02.2015;3.3;;;;42264
detail_1104;24.06.2015;4;;;;42024
detail_1105;29.09.2015;95.16;;;;45453
detail_1106;28.09.2015;12.72;;;;42159
detail_1107;20.11.2017;10.93;;;;42376
detail_1108;18.09.2014;2.4;;;;42376
detail_1109;28.01.2015;109.14;;;;42201
detail_1110;27.09.2013;2.6;;;;48656
detail_1111;22.06.2015;6.48;;;;48656
detail_1112;28.09.2017;106.14;;;;42213
detail_1113;27.03.2017;114.07;;;;42220
detail_1114;10.02.2015;12.5;;;;42434
detail_1115;15.08.2013;6.11;;;;43488
detail_1116;25.09.2017;82.66;;;;42312
detail_1117;20.12.2017;141.08;;;;42318
detail_1118;12.03.2018;69.62;;;;45507
detail_1119;02.06.2021;133.28;;;;44928
detail_1120;27.03.2015;39;;;;42410
detail_1121;21.10.2015;5.18;;;;42444
detail_1122;18.12.2017;20.4;;;;42708
detail_1123;26.09.2016;8.96;;;;42459
detail_1124;02.07.2012;67.71;;;;42543
detail_1125;19.02.2015;32.13;;;;44148
detail_1126;31.07.2014;3.3;;;;42573
detail_1127;24.10.2014;24.42;;;;42639
detail_1128;30.09.2016;125.8;;;;42720
detail_1129;13.08.2015;6.5;;;;42646
detail_1130;31.10.2013;5;;;;42646
detail_1131;10.12.2020;91.12;;;;42651
detail_1132;24.09.2019;9.4;;;;42663
detail_1133;17.08.2016;98.58;;;;42680
detail_1134;30.03.2016;19.88;;;;42771
detail_1135;30.09.2016;19.5;;;;42771
detail_1136;02.12.2020;6.03;;;;45546
detail_1137;29.03.2016;9.1;;;;42981
detail_1138;22.08.2012;4.17;;;;42981
detail_1139;09.05.2011;6.9;;;;42981
detail_1140;15.12.2011;188.8;;;;42987
detail_1141;29.11.2011;36.19;;;;42987
detail_1142;19.12.2013;51.48;;;;42909
detail_1143;28.10.2016;15.68;;;;45429
detail_1144;13.05.2022;28.07;;;;45429
detail_1145;01.09.2016;111.54;;;;49493
detail_1146;27.09.2017;134.26;;;;49493
detail_1147;26.06.2015;52;;;;45579
detail_1148;26.03.2015;41.06;;;;43512
detail_1149;20.12.2013;53.56;;;;45510
detail_1150;03.07.2015;39.26;;;;45477
detail_1151;20.09.2016;117.99;;;;45420
detail_1152;27.07.2012;30;;;;45420
detail_1153;24.03.2016;31.86;;;;43356
detail_1154;17.02.2023;3.3;;;;43533
detail_1155;18.12.2017;412.69;;;;43395
detail_1156;30.03.2015;28.35;;;;47169
detail_1157;23.10.2015;29.9;;;;43542
detail_1158;10.03.2016;734.4;;;;43707
detail_1159;22.03.2016;3.75;;;;43786
detail_1160;16.02.2015;6.21;;;;44211
detail_1161;29.09.2014;13.5;;;;43896
detail_1162;10.06.2016;40.98;;;;43905
detail_1163;27.09.2019;10.5;;;;43908
detail_1164;21.12.2017;319.2;;;;43947
detail_1165;22.06.2016;156.75;;;;43443
detail_1166;31.03.2016;106.5;;;;43455
detail_1167;12.05.2016;41.6;;;;43934
detail_1168;17.10.2013;5.04;;;;43590
detail_1169;22.09.2015;5.7;;;;43966
detail_1170;25.09.2015;115.5;;;;44049
detail_1171;31.10.2012;7.8;;;;48670
detail_1172;07.06.2013;1.96;;;;44205
detail_1173;31.03.2015;171.47;;;;50137
detail_1174;01.10.2014;17.68;;;;44994
detail_1175;27.02.2017;8.19;;;;45181
detail_1176;21.09.2015;29;;;;44376
detail_1177;01.04.2012;1.17;;;;43878
detail_1178;17.03.2015;25.44;;;;43875
detail_1179;23.03.2017;21.24;;;;43875
detail_1180;03.08.2015;33.66;;;;43875
detail_1181;19.12.2017;29.7;;;;43875
detail_1182;16.02.2015;29.68;;;;43875
detail_1183;16.12.2014;151.47;;;;44277
detail_1184;17.08.2015;124.64;;;;44298
detail_1185;26.09.2017;91.4;;;;44298
detail_1186;13.11.2019;47.74;;;;44298
detail_1187;21.08.2015;3.96;;;;45903
detail_1188;01.12.2014;22.5;;;;48837
detail_1189;23.03.2015;25.65;;;;45916
detail_1190;28.09.2016;45.49;;;;45916
detail_1191;15.07.2020;46.9;;;;45916
detail_1192;25.05.2016;31.05;;;;44874
detail_1193;22.02.2021;9.52;;;;45933
detail_1194;29.07.2016;16.2;;;;44751
detail_1195;12.11.2020;6.4;;;;44754
detail_1196;15.09.2012;2.5;;;;44877
detail_1197;27.03.2015;67.64;;;;44790
detail_1198;12.09.2016;372.32;;;;45531
detail_1199;04.08.2016;55.65;;;;44884
detail_1200;18.12.2013;5.57;;;;46381
detail_1201;30.03.2017;147.9;;;;45561
detail_1202;29.09.2016;21;;;;44077
detail_1203;22.03.2016;36.85;;;;44109
detail_1204;25.10.2017;3.92;;;;45982
detail_1205;16.12.2014;85.86;;;;44908
detail_1206;11.09.2017;25.74;;;;44922
detail_1207;24.12.2015;77.22;;;;45687
detail_1208;07.09.2016;708.76;;;;44940
detail_1209;20.07.2017;111.63;;;;44952
detail_1210;25.03.2014;42.64;;;;45723
detail_1211;26.09.2017;68.86;;;;44956
detail_1212;28.05.2021;5.49;;;;44987
detail_1213;27.09.2016;193.8;;;;44998
detail_1214;28.09.2017;43.2;;;;45033
detail_1215;10.12.2015;7.6;;;;50667
detail_1216;19.12.2017;194.7;;;;46071
detail_1217;10.08.2015;28.88;;;;45402
detail_1218;28.03.2018;64.35;;;;45402
detail_1219;10.05.2016;2.5;;;;46152
detail_1220;26.02.2016;148.72;;;;46161
detail_1221;02.11.2010;19.6;;;;48132
detail_1222;23.10.2013;16.96;;;;48132
detail_1223;28.08.2015;338.14;;;;46257
detail_1224;25.09.2015;202.23;;;;45828
detail_1225;27.03.2017;77;;;;45828
detail_1226;21.03.2018;29.7;;;;45828
detail_1227;04.03.2015;6.48;;;;46273
detail_1228;17.09.2020;3.2;;;;46323
detail_1229;05.10.2012;14.4;;;;45897
detail_1230;29.09.2017;55.76;;;;45969
detail_1231;11.06.2018;1.26;;;;42996
detail_1232;26.04.2013;8.57;;;;47563
detail_1233;12.10.2023;7.2;;;;46059
detail_1234;03.12.2014;60.84;;;;47564
detail_1235;06.05.2014;2.28;;;;46069
detail_1236;03.10.2012;2.66;;;;46455
detail_1237;27.01.2017;4.32;;;;46891
detail_1238;08.06.2021;0.47;;;;47481
detail_1239;28.11.2017;11.4;;;;47205
detail_1240;19.10.2016;111.54;;;;46375
detail_1241;27.09.2016;106.34;;;;46375
detail_1242;27.07.2012;1.17;;;;47340
detail_1243;29.09.2016;29.64;;;;46680
detail_1244;06.12.2016;6.96;;;;48221
detail_1245;24.09.2015;27.54;;;;47040
detail_1246;18.03.2016;20.02;;;;46545
detail_1247;21.12.2017;24.4;;;;46722
detail_1248;26.03.2015;31.32;;;;46722
detail_1249;23.03.2015;24.3;;;;47161
detail_1250;17.12.2013;195;;;;46907
detail_1251;29.03.2017;61;;;;46836
detail_1252;25.09.2017;5.8;;;;46884
detail_1253;04.11.2015;14.56;;;;46884
detail_1254;30.09.2015;76.56;;;;44640
detail_1255;24.10.2011;2.78;;;;47417
detail_1256;24.06.2014;3;;;;44643
detail_1257;20.03.2015;28.6;;;;47002
