xtf_id;Date;Power;Inclination;Orientation;PlantCategory;ElectricityProductionPlantR
detail_1258;10.10.2023;0.2;;;;46915
detail_1259;15.02.2012;9.87;;;;46930
detail_1260;24.08.2012;78.4;;;;46988
detail_1261;19.12.2013;116.3;;;;46988
detail_1262;19.12.2013;23;;;;46988
detail_1263;24.08.2012;337;;;;46988
detail_1264;04.04.2014;5;;;;47414
detail_1265;01.11.2013;5.5;;;;46992
detail_1266;04.08.2020;2.8;;;;47482
detail_1267;26.09.2019;12.42;;;;45058
detail_1268;14.03.2015;38.75;;;;49006
detail_1269;05.02.2021;65.9;;;;47152
detail_1270;31.03.2016;132.08;;;;47206
detail_1271;26.09.2014;3.06;;;;47126
detail_1272;09.03.2015;6.36;;;;47239
detail_1273;23.07.2015;70.47;;;;47124
detail_1274;08.06.2017;85.4;;;;47124
detail_1275;10.03.2016;77.76;;;;47266
detail_1276;17.04.2014;6.8;;;;47127
detail_1277;30.03.2016;31.71;;;;47121
detail_1278;27.03.2015;11.34;;;;47121
detail_1279;28.07.2015;7.5;;;;47570
detail_1280;22.02.2012;10.53;;;;47154
detail_1281;05.09.2011;10.26;;;;47154
detail_1282;17.03.2016;50.96;;;;48205
detail_1283;23.09.2016;80.08;;;;47327
detail_1284;05.11.2021;140.22;;;;47656
detail_1285;27.08.2020;3.3;;;;47262
detail_1286;16.12.2020;25.35;;;;47469
detail_1287;14.06.2013;36.47;;;;47260
detail_1288;26.08.2016;122.1;;;;47297
detail_1289;10.09.2019;46.08;;;;47297
detail_1290;30.09.2015;363.15;;;;47299
detail_1291;21.09.2015;128.7;;;;47616
detail_1292;30.09.2016;169.29;;;;47333
detail_1293;12.12.2013;264.5;;;;47332
detail_1294;03.02.2021;4.55;;;;47624
detail_1295;02.04.2012;1.08;;;;48243
detail_1296;12.05.2023;1.37;;;;47908
detail_1297;29.09.2015;47.79;;;;47361
detail_1298;23.03.2015;37.7;;;;47361
detail_1299;16.12.2015;121.5;;;;47441
detail_1300;01.12.2013;67.6;;;;47441
detail_1301;23.03.2015;19.62;;;;47793
detail_1302;24.06.2015;1686.8;;;;47536
detail_1303;26.09.2017;288.99;;;;47387
detail_1304;30.03.2015;105.32;;;;47378
detail_1305;28.09.2015;14.82;;;;47371
detail_1306;23.04.2019;68.63;;;;47371
detail_1307;03.06.2016;50.16;;;;47373
detail_1308;31.03.2016;58.3;;;;47989
detail_1309;30.03.2015;84.56;;;;47784
detail_1310;31.01.2014;1.44;;;;47471
detail_1311;01.05.2012;2.64;;;;47471
detail_1312;25.11.2016;2.66;;;;47552
detail_1313;17.11.2015;3.49;;;;47453
detail_1314;22.07.2020;3.3;;;;47788
detail_1315;21.12.2017;84.37;;;;47507
detail_1316;21.12.2015;4.99;;;;47507
detail_1317;18.08.2015;26;;;;47503
detail_1318;19.08.2014;8.3;;;;47509
detail_1319;04.06.2014;43.47;;;;47666
detail_1320;19.06.2014;51.15;;;;47666
detail_1321;30.09.2016;5.36;;;;47508
detail_1322;10.09.2015;45.82;;;;47500
detail_1323;03.05.2012;7.35;;;;47758
detail_1324;30.09.2015;78.96;;;;47700
detail_1325;18.02.2016;5.2;;;;47702
detail_1326;09.03.2020;185.06;;;;47676
detail_1327;31.03.2015;109.98;;;;47791
detail_1328;10.09.2015;87.36;;;;49477
detail_1329;30.10.2014;18.4;;;;47858
detail_1330;20.09.2015;2.16;;;;47577
detail_1331;17.09.2015;8.1;;;;47790
detail_1332;10.03.2016;44.4;;;;47931
detail_1333;14.08.2017;120.06;;;;47931
detail_1334;21.09.2015;12.6;;;;47849
detail_1335;27.06.2013;2.7;;;;47930
detail_1336;20.09.2017;2.5;;;;47930
detail_1337;01.11.2014;11.75;;;;48155
detail_1338;08.09.2015;13;;;;48155
detail_1339;05.05.2022;25.9;;;;47878
detail_1340;27.03.2015;29.58;;;;47845
detail_1341;16.07.2015;639.08;;;;48028
detail_1342;01.09.2016;680.92;;;;48028
detail_1343;01.09.2014;315.25;;;;48028
detail_1344;26.03.2015;205.7;;;;47871
detail_1345;18.09.2012;4.92;;;;47869
detail_1346;31.03.2015;6;;;;47896
detail_1347;18.03.2016;14.3;;;;47894
detail_1348;27.02.2015;3.6;;;;48539
detail_1349;26.02.2014;4.14;;;;48009
detail_1350;20.03.2015;8.4;;;;49024
detail_1351;30.07.2018;28.8;;;;48397
detail_1352;07.08.2015;4.62;;;;48297
detail_1353;11.07.2012;4.66;;;;48019
detail_1354;16.10.2019;33;;;;48080
detail_1355;15.01.2015;13.77;;;;48080
detail_1356;25.07.2014;4.77;;;;48041
detail_1357;22.07.2013;2.5;;;;67323
detail_1358;15.02.2020;22.75;;;;48007
detail_1359;14.09.2016;1224.93;;;;48068
detail_1360;17.09.2015;176.71;;;;48100
detail_1361;14.05.2019;11.78;;;;48100
detail_1362;24.03.2017;9.92;;;;48160
detail_1363;30.09.2016;106;;;;48161
detail_1364;27.11.2015;114.46;;;;48105
detail_1365;19.07.2013;41.61;;;;48089
detail_1366;14.05.2019;5.4;;;;48069
detail_1367;14.10.2020;10.2;;;;48304
detail_1368;28.09.2015;120.12;;;;48291
detail_1369;28.09.2015;23.4;;;;48292
detail_1370;23.12.2013;38.5;;;;48292
detail_1371;23.12.2013;27;;;;48292
detail_1372;29.09.2012;2.24;;;;48125
detail_1373;28.09.2016;30.9;;;;48191
detail_1374;18.12.2013;111.65;;;;48118
detail_1375;30.09.2015;133.65;;;;48118
detail_1376;22.06.2016;194.88;;;;48164
detail_1377;22.11.2018;32.4;;;;51529
detail_1378;23.02.2015;3.64;;;;48229
detail_1379;25.09.2012;20.3;;;;48286
detail_1380;06.02.2013;5.36;;;;47756
detail_1381;30.11.2017;25.5;;;;48281
detail_1382;19.09.2014;19.6;;;;48414
detail_1383;30.09.2015;26.88;;;;48303
detail_1384;04.08.2015;29.68;;;;48325
detail_1385;07.03.2013;3.51;;;;48425
detail_1386;31.03.2015;92.4;;;;48334
detail_1387;29.09.2015;159.2;;;;48334
detail_1388;08.08.2015;45.39;;;;48183
detail_1389;24.09.2015;46.8;;;;48364
detail_1390;11.03.2012;73.67;;;;48180
detail_1391;20.12.2016;194.7;;;;48345
detail_1392;05.06.2020;4.1;;;;48175
detail_1393;06.08.2015;3.24;;;;49764
detail_1394;06.04.2018;3.6;;;;48418
detail_1395;16.03.2015;4.83;;;;48477
detail_1396;26.09.2012;1.3;;;;48586
detail_1397;23.12.2011;2.46;;;;48561
detail_1398;16.03.2017;28.5;;;;48540
detail_1399;07.01.2021;5.68;;;;48479
detail_1400;20.08.2013;5.45;;;;48480
detail_1401;11.10.2013;21.2;;;;48480
detail_1402;11.10.2013;9.24;;;;48480
detail_1403;03.05.2016;20.88;;;;48480
detail_1404;16.11.2011;1.35;;;;48480
detail_1405;27.06.2013;4.8;;;;48480
detail_1406;08.10.2013;30.6;;;;48340
detail_1407;10.05.2024;0.36;;;;48631
detail_1408;24.03.2015;5.35;;;;48627
detail_1409;31.03.2015;3.05;;;;48565
detail_1410;11.10.2012;20.03;;;;48717
detail_1411;28.12.2013;34.5;;;;48607
detail_1412;04.08.2014;12.96;;;;48707
detail_1413;22.02.2016;33;;;;48702
detail_1414;12.06.2019;21.7;;;;48881
detail_1415;18.03.2015;95.4;;;;48749
detail_1416;15.06.2012;10;;;;48789
detail_1417;27.07.2018;5.4;;;;49022
detail_1418;11.01.2014;39.96;;;;48774
detail_1419;04.12.2012;7.25;;;;48737
detail_1420;09.03.2016;8.12;;;;48737
detail_1421;26.01.2012;3;;;;48829
detail_1422;04.12.2013;5.76;;;;48829
detail_1423;29.06.2016;115.77;;;;49093
detail_1424;24.03.2016;221.4;;;;49225
detail_1425;10.03.2016;69.6;;;;48911
detail_1426;26.03.2015;10.83;;;;48930
detail_1427;30.09.2012;11;;;;49238
detail_1428;15.03.2022;1.84;;;;48921
detail_1429;30.06.2020;5.76;;;;48846
detail_1430;12.01.2015;45.36;;;;48977
detail_1431;31.03.2016;29.12;;;;48880
detail_1432;19.05.2014;6.72;;;;48938
detail_1433;27.01.2017;54.06;;;;48925
detail_1434;26.08.2015;22.4;;;;48949
detail_1435;30.04.2013;4.85;;;;48927
detail_1436;20.12.2013;8.15;;;;48927
detail_1437;27.03.2015;10.08;;;;48997
detail_1438;07.09.2012;128;;;;48971
detail_1439;16.12.2013;15.6;;;;49145
detail_1440;28.09.2012;145.86;;;;49145
detail_1441;01.03.2015;14;;;;49146
detail_1442;29.05.2013;5.94;;;;48990
detail_1443;18.07.2012;3.84;;;;48990
detail_1444;30.05.2015;11.76;;;;48990
detail_1445;20.12.2011;26.4;;;;49001
detail_1446;10.11.2013;71.8;;;;49001
detail_1447;29.09.2016;190.8;;;;70535
detail_1448;01.07.2013;21.6;;;;49823
detail_1449;25.09.2012;73.75;;;;49465
detail_1450;29.09.2016;46.8;;;;49155
detail_1451;19.12.2017;98.52;;;;49101
detail_1452;05.05.2012;2.49;;;;49228
detail_1453;29.09.2017;177.1;;;;49208
detail_1454;16.01.2015;16.2;;;;49167
detail_1455;23.02.2012;11.52;;;;49333
detail_1456;09.09.2020;3.74;;;;49216
detail_1457;30.06.2015;5.8;;;;49220
detail_1458;15.05.2012;31.62;;;;49377
detail_1459;01.11.2016;9.6;;;;49519
detail_1460;13.05.2016;22.14;;;;49591
detail_1461;26.11.2019;6.72;;;;49847
detail_1462;15.06.2015;6.33;;;;49395
detail_1463;17.03.2017;157.04;;;;49699
detail_1464;26.03.2015;10.78;;;;49291
detail_1465;23.09.2014;3.18;;;;49289
detail_1466;15.03.2022;0.36;;;;49405
detail_1467;20.09.2016;121.9;;;;49413
detail_1468;15.08.2022;4.91;;;;49415
detail_1469;18.12.2013;54.94;;;;49480
detail_1470;06.08.2013;4.08;;;;49979
detail_1471;24.11.2014;7.28;;;;49979
detail_1472;22.11.2011;3.22;;;;49664
detail_1473;22.11.2011;3.22;;;;49663
detail_1474;26.11.2018;4.5;;;;49639
detail_1475;17.12.2013;15.9;;;;49503
detail_1476;10.10.2014;10.97;;;;49553
detail_1477;11.07.2018;4.2;;;;54303
detail_1478;10.10.2014;1.65;;;;49586
detail_1479;11.09.2015;75.74;;;;49637
detail_1480;01.07.2014;55.65;;;;49684
detail_1481;11.12.2017;114.07;;;;49575
detail_1482;31.03.2017;73.8;;;;49668
detail_1483;29.09.2016;43.32;;;;49668
detail_1484;23.12.2014;39.27;;;;49703
detail_1485;23.09.2015;3;;;;49652
detail_1486;12.12.2012;8.4;;;;49652
detail_1487;28.10.2019;3.72;;;;49658
detail_1488;23.04.2019;391.5;;;;50133
detail_1489;21.02.2012;32.4;;;;49720
detail_1490;10.10.2019;6.33;;;;49852
detail_1491;28.03.2017;40.26;;;;49739
detail_1492;20.02.2014;2.4;;;;49741
detail_1493;06.08.2020;8.68;;;;49850
detail_1494;10.03.2015;10.07;;;;49785
detail_1495;22.12.2017;188.51;;;;49756
detail_1496;24.12.2014;198;;;;49793
detail_1497;24.08.2023;14.37;;;;49933
detail_1498;03.04.2012;6.12;;;;49956
detail_1499;23.09.2016;120.54;;;;49859
detail_1500;18.09.2017;79.53;;;;49789
detail_1501;21.09.2023;124.8;;;;49789
detail_1502;31.08.2012;2.85;;;;49796
detail_1503;01.06.2015;4.68;;;;49910
detail_1504;28.09.2012;3.84;;;;50610
detail_1505;15.04.2016;1.92;;;;50610
detail_1506;17.02.2012;1.67;;;;49816
detail_1507;21.07.2023;0.07;;;;49963
detail_1508;24.05.2012;23.76;;;;49924
detail_1509;22.02.2017;6.5;;;;49896
detail_1510;27.06.2014;1.59;;;;51592
detail_1511;13.06.2013;5.5;;;;50271
detail_1512;26.03.2015;9.01;;;;50024
detail_1513;31.03.2016;87.36;;;;50862
detail_1514;26.06.2014;208.65;;;;50071
detail_1515;02.03.2022;2.28;;;;50022
detail_1516;29.09.2017;390.28;;;;49997
detail_1517;13.01.2016;7.65;;;;49992
detail_1518;15.09.2012;1.13;;;;50251
detail_1519;28.03.2018;28.6;;;;50036
detail_1520;19.07.2017;4.5;;;;50123
detail_1521;28.03.2014;11.13;;;;50278
detail_1522;21.08.2016;2.69;;;;50154
detail_1523;11.06.2014;1.56;;;;50343
detail_1524;21.12.2015;35.62;;;;50346
detail_1525;31.08.2016;19.6;;;;50168
detail_1526;10.09.2013;11.44;;;;50182
detail_1527;14.01.2015;29.64;;;;49984
detail_1528;15.12.2012;0.5;;;;50164
detail_1529;25.11.2016;17.67;;;;50213
detail_1530;11.06.2013;7.36;;;;50256
detail_1531;12.06.2013;2.85;;;;50300
detail_1532;18.12.2013;6.4;;;;50230
detail_1533;29.09.2015;41.8;;;;50563
detail_1534;02.12.2012;8;;;;50282
detail_1535;16.08.2017;27.45;;;;50332
detail_1536;22.07.2013;1.98;;;;50338
detail_1537;29.10.2015;6.05;;;;51199
detail_1538;25.03.2017;18.9;;;;50423
detail_1539;27.09.2012;22.5;;;;50340
detail_1540;11.02.2020;22.1;;;;50318
detail_1541;29.01.2016;52;;;;50386
detail_1542;03.06.2014;189.54;;;;51805
detail_1543;08.09.2016;61.36;;;;50361
detail_1544;04.07.2023;11.25;;;;50383
detail_1545;03.08.2020;13.95;;;;50378
detail_1546;20.03.2015;79.55;;;;50419
detail_1547;29.09.2017;14.04;;;;50377
detail_1548;20.12.2017;12.2;;;;50617
detail_1549;07.04.2014;11;;;;50435
detail_1550;30.09.2015;36.57;;;;52277
detail_1551;27.10.2013;3.06;;;;50451
detail_1552;21.10.2013;3.71;;;;50416
detail_1553;17.07.2017;36.4;;;;50412
detail_1554;24.07.2014;6.68;;;;51472
detail_1555;22.11.2019;30.2;;;;50611
detail_1556;04.07.2019;5.49;;;;50558
detail_1557;22.03.2017;87.02;;;;50531
detail_1558;07.08.2015;88.92;;;;50494
detail_1559;10.10.2018;6.1;;;;50534
detail_1560;23.11.2016;37.63;;;;50602
detail_1561;27.01.2021;2.04;;;;50599
detail_1562;26.03.2015;59.67;;;;50524
detail_1563;11.11.2016;16.64;;;;50625
detail_1564;21.09.2012;113.19;;;;50575
detail_1565;13.12.2018;15.65;;;;50588
detail_1566;17.03.2015;50.96;;;;50595
detail_1567;24.11.2014;19.44;;;;50618
detail_1568;23.09.2020;4.2;;;;50833
detail_1569;28.05.2015;154.35;;;;50651
detail_1570;16.09.2020;7.36;;;;50638
detail_1571;11.11.2013;35.31;;;;50733
detail_1572;09.10.2012;49.21;;;;50733
detail_1573;10.05.2019;1.2;;;;50779
detail_1574;24.04.2018;14.07;;;;50761
detail_1575;29.09.2015;62.37;;;;50761
detail_1576;04.03.2015;3.55;;;;50731
detail_1577;30.09.2015;59.8;;;;51142
detail_1578;29.09.2015;5.2;;;;51151
detail_1579;13.05.2016;3.24;;;;50860
detail_1580;08.10.2013;4.34;;;;58523
detail_1581;23.06.2017;2.9;;;;50822
detail_1582;27.07.2018;32.4;;;;51336
detail_1583;19.03.2015;166.92;;;;50786
detail_1584;27.01.2012;30;;;;50956
detail_1585;30.09.2016;18.82;;;;50956
detail_1586;22.05.2015;16;;;;50921
detail_1587;02.12.2013;10.88;;;;50983
detail_1588;10.05.2016;3.09;;;;50846
detail_1589;12.02.2020;17.82;;;;50889
detail_1590;31.03.2016;29.64;;;;51100
detail_1591;27.11.2014;118.56;;;;51084
detail_1592;29.12.2017;7.15;;;;50949
detail_1593;26.06.2014;29.84;;;;50949
detail_1594;15.10.2018;30.6;;;;51003
detail_1595;22.03.2016;117.78;;;;50975
detail_1596;07.09.2018;9.55;;;;51017
detail_1597;10.07.2013;5.76;;;;50963
detail_1598;15.06.2020;6.3;;;;51052
detail_1599;20.09.2015;18.2;;;;51155
detail_1600;08.11.2019;2.8;;;;51033
detail_1601;21.02.2020;5.55;;;;51131
detail_1602;24.11.2012;17;;;;50979
detail_1603;23.09.2016;67.76;;;;50997
detail_1604;15.06.2018;13.73;;;;51023
detail_1605;06.05.2019;61.38;;;;51103
detail_1606;18.03.2014;0.76;;;;51176
detail_1607;04.02.2021;78.2;;;;51034
detail_1608;17.04.2020;7.15;;;;51074
detail_1609;23.12.2011;7.6;;;;51200
detail_1610;12.04.2013;3;;;;51134
detail_1611;12.08.2013;9.54;;;;51163
detail_1612;01.07.2013;9.54;;;;51248
detail_1613;27.03.2017;3.92;;;;51191
detail_1614;11.05.2013;3.27;;;;51515
detail_1615;18.09.2019;6.3;;;;51174
detail_1616;28.09.2012;7.5;;;;51319
detail_1617;05.09.2015;70.98;;;;51403
detail_1618;28.09.2012;19.6;;;;51356
detail_1619;19.11.2014;182.07;;;;51441
detail_1620;31.03.2023;0.91;;;;51257
detail_1621;18.01.2016;4.58;;;;60381
detail_1622;27.02.2015;54.34;;;;51460
detail_1623;15.03.2021;4.76;;;;51421
detail_1624;24.06.2019;208.5;;;;51526
detail_1625;24.06.2019;208.5;;;;51526
detail_1626;08.11.2012;3.2;;;;51996
detail_1627;29.02.2016;24.38;;;;51550
detail_1628;21.03.2015;9.9;;;;51368
detail_1629;21.03.2020;9.6;;;;51368
detail_1630;19.04.2014;6.54;;;;51368
detail_1631;15.03.2013;9.8;;;;51417
detail_1632;20.05.2014;404.39;;;;51359
detail_1633;23.04.2016;9.24;;;;51475
detail_1634;24.10.2014;255.2;;;;51378
detail_1635;27.03.2015;361.9;;;;51380
detail_1636;04.06.2020;40.6;;;;51380
detail_1637;17.09.2013;7.14;;;;53291
detail_1638;30.03.2018;15.4;;;;53291
detail_1639;31.03.2015;95.7;;;;51494
detail_1640;25.11.2013;80.57;;;;51467
detail_1641;23.12.2017;5.7;;;;51467
detail_1642;12.12.2013;99.96;;;;51733
detail_1643;23.09.2013;2.12;;;;51509
detail_1644;10.10.2014;1.56;;;;51894
detail_1645;27.06.2018;3.42;;;;51637
detail_1646;25.03.2015;68.4;;;;51776
detail_1647;29.06.2015;105.6;;;;51600
detail_1648;17.01.2017;38.16;;;;52214
detail_1649;31.07.2016;5.04;;;;51586
detail_1650;10.08.2015;4.48;;;;51898
detail_1651;19.05.2016;6.5;;;;51898
detail_1652;13.05.2016;6.21;;;;57040
detail_1653;12.12.2013;22.37;;;;51688
detail_1654;04.10.2019;3.2;;;;51687
detail_1655;23.12.2017;30.25;;;;51913
detail_1656;17.12.2014;54.6;;;;51667
detail_1657;04.05.2012;3.53;;;;51651
detail_1658;21.02.2019;2.8;;;;51665
detail_1659;11.10.2021;5.84;;;;51654
detail_1660;28.09.2016;92.8;;;;51886
detail_1661;17.03.2016;273.51;;;;52611
detail_1662;27.03.2018;5.4;;;;52878
detail_1663;16.04.2018;0.77;;;;52048
detail_1664;16.01.2015;15.66;;;;52000
detail_1665;11.12.2018;8;;;;51847
detail_1666;25.05.2021;100.16;;;;51847
detail_1667;29.05.2013;29.97;;;;52058
detail_1668;29.09.2012;41.96;;;;52058
detail_1669;10.12.2014;67.86;;;;52059
detail_1670;01.09.2016;64.05;;;;51994
detail_1671;22.07.2015;29.16;;;;52172
detail_1672;03.09.2015;132.24;;;;52016
detail_1673;25.04.2013;16.91;;;;68814
detail_1674;21.01.2015;4.5;;;;52665
detail_1675;20.12.2017;42.69;;;;52193
detail_1676;21.05.2019;23.25;;;;52390
detail_1677;14.11.2012;34.3;;;;52390
detail_1678;24.12.2012;85.26;;;;52390
detail_1679;15.01.2013;71.25;;;;52390
detail_1680;31.03.2015;69.02;;;;52099
detail_1681;31.03.2020;4.13;;;;52148
detail_1682;19.03.2021;53.63;;;;52226
detail_1683;17.06.2014;51.52;;;;52286
detail_1684;10.04.2013;0.39;;;;52222
detail_1685;06.09.2018;30;;;;52399
detail_1686;05.12.2013;93.38;;;;52711
detail_1687;20.12.2017;0.54;;;;52357
detail_1688;25.09.2014;3.9;;;;52279
detail_1689;14.01.2015;8.61;;;;52265
detail_1690;15.07.2013;1;;;;52371
detail_1691;26.03.2015;10.14;;;;52706
detail_1692;26.07.2016;28.53;;;;52472
detail_1693;10.03.2017;26.78;;;;52472
detail_1694;29.06.2017;26.78;;;;52472
detail_1695;15.01.2018;31.28;;;;52472
detail_1696;15.01.2019;32.78;;;;52472
detail_1697;10.03.2017;8.64;;;;58124
detail_1698;16.03.2015;7;;;;52373
detail_1699;14.08.2012;0.64;;;;52440
detail_1700;27.03.2013;3.2;;;;52540
detail_1701;25.09.2015;29.75;;;;52961
detail_1702;30.05.2018;12.72;;;;52514
detail_1703;30.04.2020;20.4;;;;52431
detail_1704;24.03.2016;63.44;;;;52490
detail_1705;03.07.2014;9.88;;;;52552
detail_1706;22.02.2021;278.33;;;;52905
detail_1707;16.12.2013;1.67;;;;52531
detail_1708;26.07.2013;10.2;;;;52507
detail_1709;20.12.2017;5.4;;;;52498
detail_1710;10.02.2021;7.44;;;;52503
detail_1711;14.06.2014;45.12;;;;52503
detail_1712;18.08.2016;25.74;;;;52466
detail_1713;13.09.2019;12.4;;;;52504
detail_1714;13.12.2014;137.2;;;;52676
detail_1715;29.09.2012;18.82;;;;52495
detail_1716;10.02.2015;29.64;;;;52495
detail_1717;07.07.2020;8.6;;;;56539
detail_1718;22.05.2017;5.5;;;;52535
detail_1719;14.10.2014;0.8;;;;58591
detail_1720;17.05.2015;0.53;;;;58591
detail_1721;22.06.2012;21.56;;;;52624
detail_1722;29.09.2016;571.2;;;;52624
detail_1723;04.12.2014;2.64;;;;52608
detail_1724;03.09.2012;0.59;;;;52608
detail_1725;06.07.2018;3.35;;;;52605
detail_1726;29.03.2016;48.23;;;;52696
detail_1727;26.05.2013;4.86;;;;52575
detail_1728;01.06.2012;8.04;;;;52575
detail_1729;29.11.2017;4.35;;;;52594
detail_1730;30.10.2013;45.58;;;;52595
detail_1731;29.09.2015;21;;;;52674
detail_1732;01.03.2019;3;;;;52752
detail_1733;12.11.2015;7.43;;;;53391
detail_1734;28.09.2016;323.96;;;;52904
detail_1735;19.12.2019;12;;;;52855
detail_1736;23.08.2018;2.68;;;;52766
detail_1737;16.10.2017;148.09;;;;52795
detail_1738;09.10.2020;3.02;;;;51716
detail_1739;23.04.2014;2.4;;;;52815
detail_1740;20.03.2018;3.9;;;;52815
detail_1741;21.03.2018;1.26;;;;52815
detail_1742;24.03.2016;16.8;;;;52845
detail_1743;07.11.2016;22.96;;;;53380
detail_1744;09.01.2015;9.35;;;;52897
detail_1745;04.10.2013;5.76;;;;52902
detail_1746;28.06.2016;20.67;;;;52943
detail_1747;14.06.2013;1.68;;;;53138
detail_1748;09.08.2013;19.38;;;;52956
detail_1749;12.02.2014;2.16;;;;53285
detail_1750;18.03.2016;93;;;;52972
detail_1751;26.06.2013;2;;;;61315
detail_1752;13.10.2015;3.54;;;;52917
detail_1753;17.07.2015;28.56;;;;53110
detail_1754;07.06.2019;71.92;;;;53464
detail_1755;23.12.2017;2.3;;;;53039
detail_1756;23.01.2015;119;;;;53018
detail_1757;12.05.2017;30.78;;;;52980
detail_1758;12.07.2018;5.07;;;;53666
detail_1759;15.02.2016;80.6;;;;53400
detail_1760;11.06.2019;0.3;;;;53130
detail_1761;17.05.2016;5.76;;;;53115
detail_1762;26.06.2014;6.48;;;;53114
detail_1763;15.09.2014;13.35;;;;53103
detail_1764;21.12.2012;21.2;;;;53128
detail_1765;31.12.2020;230;;;;53246
detail_1766;09.01.2015;109.2;;;;53295
detail_1767;09.08.2007;491.4;;;;60983
detail_1768;31.03.2015;113.85;;;;53248
detail_1769;03.12.2019;4.44;;;;53237
detail_1770;31.03.2015;4.66;;;;53214
detail_1771;14.03.2016;90.48;;;;53377
detail_1772;13.11.2020;20.43;;;;53269
detail_1773;30.08.2024;1.8;;;;53219
detail_1774;01.07.2013;54.08;;;;53390
detail_1775;03.02.2016;40.25;;;;53390
detail_1776;10.08.2020;17.39;;;;53797
detail_1777;13.03.2015;673.1;;;;53549
detail_1778;27.09.2012;23.31;;;;53540
detail_1779;21.12.2017;3.78;;;;53415
detail_1780;04.03.2015;24.44;;;;53415
detail_1781;23.03.2020;42.88;;;;55326
detail_1782;01.09.2015;16.7;;;;53638
detail_1783;13.03.2020;7.68;;;;53560
detail_1784;19.07.2018;12.98;;;;53525
detail_1785;01.07.2015;52;;;;53600
detail_1786;27.03.2014;10.46;;;;54021
detail_1787;19.05.2020;5.33;;;;53542
detail_1788;31.03.2015;5;;;;53548
detail_1789;07.04.2021;2.68;;;;53612
detail_1790;26.06.2019;8.99;;;;53664
detail_1791;16.12.2014;5.39;;;;53738
detail_1792;30.04.2019;6.9;;;;53932
detail_1793;02.12.2013;74.88;;;;53849
detail_1794;19.11.2013;25.38;;;;53836
detail_1795;23.11.2016;18.55;;;;53958
detail_1796;07.02.2020;7.68;;;;53921
detail_1797;04.11.2019;280.24;;;;54166
detail_1798;18.07.2018;17.92;;;;54416
detail_1799;14.10.2014;29.7;;;;53905
detail_1800;09.03.2016;5.92;;;;53799
detail_1801;20.07.2018;9.41;;;;53851
detail_1802;10.09.2019;16.47;;;;53947
detail_1803;28.12.2012;20;;;;53942
detail_1804;07.02.2019;3.97;;;;54538
detail_1805;22.05.2019;24;;;;54172
detail_1806;28.12.2014;18.5;;;;54087
detail_1807;28.04.2017;10.92;;;;54027
detail_1808;07.08.2014;11.48;;;;54202
detail_1809;11.12.2018;3.61;;;;54107
detail_1810;15.05.2019;6.82;;;;54122
detail_1811;23.06.2021;4.44;;;;54191
detail_1812;06.01.2020;445.16;;;;54165
detail_1813;20.08.2019;35.7;;;;54173
detail_1814;25.09.2012;67.83;;;;54227
detail_1815;17.05.2013;55.62;;;;54227
detail_1816;16.11.2017;54.45;;;;55738
detail_1817;08.01.2018;10.6;;;;54534
detail_1818;28.06.2018;3.6;;;;54140
detail_1819;05.11.2020;4.78;;;;54220
detail_1820;14.05.2019;5.4;;;;54418
detail_1821;13.04.2013;22.5;;;;54341
detail_1822;12.03.2014;3.22;;;;54379
detail_1823;06.03.2019;43.8;;;;54388
detail_1824;19.12.2017;32.78;;;;54436
detail_1825;16.12.2019;46.36;;;;54463
detail_1826;20.05.2019;34.34;;;;54643
detail_1827;19.02.2020;18.04;;;;54643
detail_1828;24.02.2022;28.8;;;;54643
detail_1829;23.07.2019;6.4;;;;54729
detail_1830;16.09.2020;5.2;;;;54775
detail_1831;01.09.2016;64.75;;;;54775
detail_1832;10.12.2014;5.16;;;;56203
detail_1833;02.12.2015;52.92;;;;54627
detail_1834;19.12.2017;10.62;;;;54627
detail_1835;28.09.2017;6.3;;;;54612
detail_1836;11.01.2022;3.24;;;;55164
detail_1837;08.05.2015;3.25;;;;54672
detail_1838;19.07.2012;5.46;;;;54906
detail_1839;16.08.2019;14.4;;;;54776
detail_1840;09.02.2021;97.2;;;;54932
detail_1841;15.11.2019;15.12;;;;55071
detail_1842;12.06.2020;15.43;;;;55500
detail_1843;13.12.2013;28.08;;;;54850
detail_1844;13.08.2016;1.89;;;;55101
detail_1845;25.04.2013;60;;;;55063
detail_1846;14.09.2012;4.5;;;;54951
detail_1847;19.05.2014;2.94;;;;55043
detail_1848;02.10.2012;2;;;;55214
detail_1849;29.09.2015;26;;;;55227
detail_1850;05.12.2020;9.79;;;;55210
detail_1851;13.02.2017;16.24;;;;55224
detail_1852;12.12.2019;8.37;;;;55486
detail_1853;12.04.2021;160;;;;55211
detail_1854;01.03.2017;6.84;;;;55244
detail_1855;13.11.2012;20;;;;55218
detail_1856;18.09.2013;37.57;;;;55288
detail_1857;22.08.2013;6.05;;;;55371
detail_1858;10.12.2018;4.8;;;;55556
detail_1859;25.10.2016;2.8;;;;55297
detail_1860;13.06.2013;289.38;;;;55537
detail_1861;25.09.2014;374.22;;;;55537
detail_1862;06.02.2013;2.94;;;;55316
detail_1863;01.04.2016;4.86;;;;55560
detail_1864;20.12.2017;9;;;;55526
detail_1865;03.12.2013;8.58;;;;55423
detail_1866;22.12.2014;27;;;;55355
detail_1867;27.03.2019;25.59;;;;55439
